City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
Port Elizabeth,75,US,1553287839,43,39.31,-74.98,52,23.04
Sur,0,OM,1553287845,100,22.57,59.53,71.23,9.44
Kipini,92,KE,1553287845,94,-2.53,40.53,80.41,9.66
Quimper,0,FR,1553287386,100,48,-4.1,50,8.05
Zhigansk,68,RU,1553287845,72,66.77,123.37,10.39,12.12
Leshukonskoye,32,RU,1553287846,91,64.9,45.76,25.15,3.62
Nantucket,90,US,1553287514,75,41.28,-70.1,42.8,23.04
Wahiawa,40,US,1553287673,78,21.5,-158.02,80.01,12.75
Sulangan,56,PH,1553287846,100,11.14,123.72,80.77,14.25
Talcahuano,0,CL,1553285880,68,-36.72,-73.12,66.2,20.8
Bara,0,NG,1553287847,50,10.41,10.6,80.95,3.29
Bathsheba,75,BB,1553284800,65,13.22,-59.52,82.4,20.8
Steamboat Springs,90,US,1553287375,69,40.48,-106.83,37.4,9.17
Iqaluit,20,CA,1553287363,56,63.75,-68.52,-16.01,11.41
Kodinsk,12,RU,1553287847,66,58.6,99.18,27.04,8.21
Moba,20,CD,1553287848,91,-7.04,29.77,72.04,0.27
Fort Saint James,68,CA,1553287848,65,54.43,-124.25,47.56,2.95
Gigmoto,0,PH,1553287848,100,13.78,124.39,74.92,7.43
Malanje,64,AO,1553287848,89,-9.54,16.35,67.99,2.95
Aripuana,56,BR,1553287612,81,-9.17,-60.63,83.2,0.72
Carmelo,20,UY,1553287505,49,-34,-58.28,71.6,3.36
Narva-Joesuu,0,EE,1553287604,69,59.46,28.04,26.95,6.08
Longyearbyen,40,NO,1553284200,58,78.22,15.63,24.8,1.61
Kamenka,88,RU,1553287850,97,53.19,44.05,31.45,10
Barra do Garcas,20,BR,1553284800,55,-15.89,-52.26,91.4,2.24
Mayo,40,CA,1553284800,40,63.59,-135.9,53.6,10.29
Inza,56,RU,1553287850,92,53.86,46.36,26.95,2.62
San Luis,0,AR,1553287850,29,-33.3,-66.34,82.03,4.74
Victoria,75,BN,1553284800,94,5.28,115.24,77,1.16
Saint-Denis,0,FR,1553287828,62,48.94,2.36,55.4,4.7
Alofi,40,NU,1553284800,69,-19.06,-169.92,80.6,9.17
Ishigaki,92,JP,1553287554,100,24.34,124.16,69.79,22.75
Sibolga,80,ID,1553287712,100,1.74,98.78,69.7,1.05
Moyale,0,ET,1553287853,44,3.52,39.05,72.13,7.31
Titlagarh,0,IN,1553287853,88,20.29,83.16,67.45,2.95
Ozernovskiy,88,RU,1553287854,81,51.5,156.52,29.29,20.51
Del Rio,90,US,1553284560,56,29.36,-100.9,73.4,19.46
Guiratinga,32,BR,1553287854,64,-16.35,-53.76,84.37,7.54
Tautira,20,PF,1553287385,70,-17.73,-149.15,87.8,13.87
Maceio,20,BR,1553284800,62,-9.67,-35.74,86,12.75
Asyut,0,EG,1553284800,40,27.18,31.19,73.4,8.05
Husavik,0,CA,1553287853,52,50.56,-96.99,41,9.66
Severomuysk,48,RU,1553287855,78,56.17,113.57,0.76,2.06
Caacupe,0,PY,1553284800,42,-25.38,-57.15,84.2,4.7
Vikhorevka,76,RU,1553287389,79,56.12,101.17,32,8.95
The Pas,1,CA,1553284800,43,53.82,-101.24,50,11.41
Kabinda,80,CD,1553287856,93,-6.14,24.49,71.23,2.73
Puerto Ayacucho,36,CO,1553287856,82,5.66,-67.63,82.12,1.16
Bereda,0,ES,1553287805,93,43.27,-7.54,50,3.36
Aksha,0,RU,1553287857,63,50.28,113.29,9.13,5.75
Mandurah,24,AU,1553287684,71,-32.55,115.7,59,9.17
Richards Bay,48,ZA,1553287853,100,-28.77,32.06,67.9,2.62
Plouzane,90,FR,1553287686,93,48.38,-4.62,50,5.82
Buala,56,SB,1553287267,89,-8.15,159.59,82.75,4.29
Danielskuil,56,ZA,1553287858,61,-28.19,23.54,61.33,2.73
Lazaro Cardenas,75,MX,1553287848,11,28.39,-105.62,79,11.41
Kovur,0,IN,1553287858,86,14.5,79.99,75.55,8.66
Ponta Delgada,40,PT,1553287554,82,37.73,-25.67,59,5.82
Meadow Lake,5,CA,1553284800,70,54.13,-108.44,44.6,6.42
Nome,1,US,1553287846,24,30.04,-94.42,82,3.36
Camacha,40,PT,1553284800,63,33.08,-16.33,62.6,16.11
Terney,0,RU,1553287860,100,45.05,136.61,22.36,11.45
Hami,0,CN,1553287860,62,42.84,93.51,28.84,4.29
Xining,68,CN,1553287705,77,36.62,101.77,15.52,2.39
Caucaia,40,BR,1553287175,74,-3.73,-38.66,84.2,9.17
Westport,40,IE,1553287808,93,53.8,-9.52,46,6.93
Mao,40,DO,1553287807,31,19.55,-71.08,91.4,11.41
Takahagi,75,JP,1553286805,45,36.74,140.69,42.8,8.05
Liwale,0,TZ,1553287861,68,-9.8,37.92,77.35,5.64
Upington,0,ZA,1553284800,22,-28.46,21.24,80.6,2.24
Moindou,0,NC,1553284800,83,-21.69,165.68,73.4,2.24
Bosaso,0,SO,1553287862,100,11.28,49.18,76.63,5.75
Aqtobe,0,KZ,1553284800,92,50.28,57.21,26.6,2.84
Aykhal,80,RU,1553287863,71,65.95,111.51,7.15,10
Yulara,0,AU,1553284800,27,-25.24,130.99,73.4,6.93
Rudnogorsk,88,RU,1553287863,80,57.27,103.75,31.27,10.56
Bellavista,48,CO,1553287865,81,6.57,-76.89,79.87,1.16
Tecolutla,48,MX,1553287865,39,17.31,-98.74,77.71,2.51
San Quintin,12,PH,1553287865,79,17.54,120.52,65.56,2.51
Tahe,0,CN,1553287865,62,52.34,124.71,-0.42,4.74
Kasama,80,ZM,1553287866,98,-10.21,31.19,63.49,3.62
Hambantota,0,LK,1553287866,100,6.12,81.12,80.86,5.64
Kloulklubed,75,PW,1553284200,88,7.04,134.26,75.2,5.82
Sultanpur,0,IN,1553287866,41,26.26,82.07,68.17,10.33
Bitburg,0,DE,1553287856,53,49.97,6.52,51.8,4.7
Nara,75,JP,1553287544,56,34.68,135.8,45,4.7
Phek,0,IN,1553287867,89,25.7,94.46,51.34,1.72
Raikot,0,IN,1553287867,61,30.65,75.6,57.46,7.65
Itaituba,44,BR,1553287867,86,-4.26,-55.99,81.49,2.51
Copiapo,20,CL,1553284800,56,-27.37,-70.33,68,9.17
Burnie,92,AU,1553287864,86,-41.05,145.91,62.01,8.01
Mayya,0,RU,1553284800,82,61.74,130.28,-16.61,2.24
Yaan,44,NG,1553287868,92,7.38,8.57,75.19,7.76
Rovaniemi,64,FI,1553286000,68,66.5,25.72,28.4,20.8
Santa Cruz de Tenerife,40,ES,1553287829,82,28.47,-16.25,66,17.22
Manzanillo,64,CU,1553287869,100,20.34,-77.12,75.37,15.14
Puerto Madero,20,AR,1553287801,49,-34.61,-58.36,73.99,5.82
Te Anau,36,NZ,1553287606,83,-45.41,167.72,55.57,3.51
Kaiwaka,8,NZ,1553287833,89,-36.16,174.44,66.99,5.41
Talaya,0,RU,1553287829,79,55.79,84.89,30.99,6.71
Faro,0,PT,1553287630,77,37.02,-7.94,60.01,6.93
Vredendal,48,ZA,1553287870,43,-31.68,18.49,66.82,4.97
Lafia,20,NG,1553287871,91,8.5,8.51,71.95,13.02
Belmonte,0,PT,1553287603,53,40.36,-7.35,52,1.01
Abengourou,80,CI,1553287871,93,6.73,-3.5,74.83,2.51
Tatarskaya Pishlya,64,RU,1553287871,96,54.06,44.9,30.55,7.09
Saravena,20,CO,1553287872,68,6.96,-71.88,78.97,2.39
Lerwick,40,GB,1553284200,75,60.15,-1.15,42.8,38.03
Thinadhoo,48,MV,1553287872,99,0.53,72.93,85.45,6.98
Oytal,8,KZ,1553287873,67,42.91,73.27,40.63,0.94
Viedma,0,AR,1553287873,39,-40.81,-62.99,76.63,5.64
Saldanha,0,PT,1553287873,63,41.42,-6.55,42.25,4.41
Mahibadhoo,48,MV,1553287873,97,3.78,72.97,85.36,9.33
Jiamusi,76,CN,1553287874,63,46.81,130.37,17.32,3.96
Ghogha,0,IN,1553287874,60,21.69,72.28,68.53,4.74
Cootamundra,68,AU,1553287673,83,-34.64,148.03,62.01,3
Vanavara,76,RU,1553287874,73,60.35,102.28,26.32,10.11
Nalut,0,LY,1553287874,66,31.86,10.98,48.73,5.19
Surt,0,LY,1553287577,96,31.21,16.59,58.45,7.99
Piet Retief,92,ZA,1553287875,100,-27.01,30.81,59.62,4.07
Kristiansund,75,NO,1553284200,87,63.12,7.73,44.6,25.28
Champerico,40,MX,1553283960,42,16.38,-93.6,86,17.22
Campbell River,75,CA,1553284800,62,50.02,-125.24,55.4,16.11
Cockburn Town,48,TC,1553287876,100,21.46,-71.14,78.16,3.51
Oussouye,0,SN,1553284800,73,12.49,-16.54,75.2,4.7
Geraldton,20,CA,1553284800,36,49.72,-86.95,28.4,8.05
Komsomolskiy,76,RU,1553287842,87,67.55,63.78,19.66,4.18
Dikson,56,RU,1553287877,100,73.51,80.55,4.99,17.16
Bahia Honda,0,CU,1553287877,50,22.9,-83.16,76.99,8.66
Adre,8,TD,1553287877,29,13.47,22.2,72.22,6.64
Roebourne,92,AU,1553287877,69,-20.77,117.15,83.11,23.42
Alice,90,US,1553287780,47,27.75,-98.07,82.4,16.11
Dubrovka,90,RU,1553284800,55,59.85,30.93,37.4,13.42
Kihei,40,US,1553287833,47,20.76,-156.45,80.6,12.75
Kaliua,20,TZ,1553287878,78,-5.06,31.79,71.95,3.62
Martin,1,US,1553287814,34,36.34,-88.85,66.99,8.05
Lorengau,64,PG,1553287879,100,-2.02,147.27,81.22,8.1
Dutse,0,NG,1553287879,28,11.76,9.34,84.55,7.65
Beaufort,75,MY,1553284800,94,5.36,115.76,77,2.28
Otradnoye,90,RU,1553284800,55,59.77,30.8,37.4,13.42
Pataskala,90,US,1553287877,48,40,-82.67,46,20.8
Matara,76,PE,1553287880,73,-13.74,-72.9,54.13,2.51
Waingapu,20,ID,1553287881,96,-9.65,120.26,74.47,5.3
Umm Kaddadah,8,SD,1553287881,17,13.6,26.69,75.1,9.44
Dudinka,12,RU,1553287881,59,69.41,86.18,-6.9,3.18
Nizhniy Odes,68,RU,1553287881,90,63.64,54.86,30.1,3.62
Lavrentiya,88,RU,1553287875,100,65.58,-170.99,10.75,27.11
Tura,20,IN,1553287882,92,25.52,90.21,62.23,5.19
Laguna,75,MX,1553283660,19,27.52,-110.01,78.8,8.05
Clarence Town,44,AU,1553287806,100,-32.59,151.78,63,5.82
